Persona Name,Age,Income Source,Annual Income Range,Family Size,Relationship Status,Key Financial Goals,Lifestyle Factors
Sneha,59,Self-Employed,$30k-$50k,2,Married w/ Kids,Child Education Fund,"Health-conscious, gym member"
Priya,64,Self-Employed,$30k-$50k,4,Single,Tax Saving,"Owns property, no liabilities"
Amit,28,Self-Employed,$75k-$100k,5,Divorced,Tax Saving,"Smoker, high stress job"
Sunita,62,Retired,$75k-$100k,2,Divorced,Health Coverage,"Owns property, no liabilities"
Mr. Dutta,48,Business Owner,$50k-$75k,3,Divorced,Tax Saving,"Health-conscious, gym member"
Riya,44,Retired,$15k-$30k,2,Married w/ Spouse,Child Education Fund,Works night shifts
Sunita,53,Retired,$50k-$75k,4,Married w/ Spouse,Retirement Savings,"Owns a car, travels frequently"
Mr. Dutta,47,Retired,$30k-$50k,5,Divorced,Tax Saving,Works night shifts
Mr. Dutta,48,Self-Employed,$75k-$100k,3,Widowed,Retirement Savings,"Sedentary lifestyle, chronic illness"
Riya,49,Retired,$75k-$100k,2,Divorced,Child Education Fund,"Pet owner, active lifestyle"
Amit,55,Salaried,$30k-$50k,5,Divorced,Child Education Fund,"Sedentary lifestyle, chronic illness"
Sunita,51,Business Owner,$100k+,4,Single,Wealth Creation,"Owns a car, travels frequently"
Rahul,62,Self-Employed,$50k-$75k,4,Married w/ Kids,Tax Saving,Prefers homeopathic treatment
Priya,56,Business Owner,$30k-$50k,2,Widowed,Retirement Savings,"Health-conscious, gym member"
Priya,44,Self-Employed,$75k-$100k,1,Married w/ Kids,Health Coverage,"Owns a car, travels frequently"
Rahul,57,Retired,$15k-$30k,2,Divorced,Tax Saving,Prefers homeopathic treatment
Sunita,52,Retired,$15k-$30k,5,Married w/ Kids,Child Education Fund,"Owns property, no liabilities"
Priya,37,Self-Employed,$50k-$75k,4,Divorced,Retirement Savings,"Health-conscious, gym member"
Sunita,30,Salaried,$100k+,4,Widowed,Wealth Creation,"Owns property, no liabilities"
Sunita,40,Business Owner,$30k-$50k,5,Widowed,Tax Saving,"Health-conscious, gym member"
Riya,25,Salaried,$75k-$100k,5,Widowed,Retirement Savings,"Smoker, high stress job"
Mr. Dutta,53,Salaried,$15k-$30k,2,Divorced,Health Coverage,Lives in joint family
Amit,23,Salaried,$30k-$50k,3,Married w/ Kids,Tax Saving,Lives in joint family
Riya,53,Business Owner,$15k-$30k,5,Married w/ Spouse,Tax Saving,Lives in joint family
Mrs. Iyer,64,Business Owner,$50k-$75k,1,Divorced,Health Coverage,Works night shifts
Rahul,22,Business Owner,$100k+,1,Widowed,Wealth Creation,Lives in joint family
Mr. Dutta,26,Self-Employed,$50k-$75k,3,Divorced,Wealth Creation,"Owns property, no liabilities"
Riya,57,Self-Employed,$15k-$30k,5,Widowed,Child Education Fund,Works night shifts
Amit,34,Self-Employed,$75k-$100k,1,Married w/ Spouse,Wealth Creation,"Frequent flyer, international travel"
Arjun,54,Business Owner,$50k-$75k,2,Single,Child Education Fund,"Owns a car, travels frequently"
Amit,59,Retired,$75k-$100k,3,Married w/ Kids,Health Coverage,"Pet owner, active lifestyle"
Priya,47,Retired,$100k+,4,Divorced,Wealth Creation,"Frequent flyer, international travel"
Amit,52,Self-Employed,$15k-$30k,3,Widowed,Wealth Creation,"Health-conscious, gym member"
Amit,58,Salaried,$100k+,5,Married w/ Spouse,Health Coverage,"Owns property, no liabilities"
Priya,51,Retired,$50k-$75k,1,Widowed,Tax Saving,"Smoker, high stress job"
Rahul,49,Retired,$15k-$30k,2,Widowed,Tax Saving,"Smoker, high stress job"
Riya,50,Business Owner,$30k-$50k,3,Married w/ Kids,Child Education Fund,"Frequent flyer, international travel"
Rahul,34,Business Owner,$30k-$50k,2,Divorced,Health Coverage,"Sedentary lifestyle, chronic illness"
Rahul,31,Salaried,$15k-$30k,4,Single,Health Coverage,Prefers homeopathic treatment
Rahul,57,Salaried,$100k+,4,Married w/ Spouse,Child Education Fund,"Frequent flyer, international travel"
Priya,28,Self-Employed,$50k-$75k,1,Married w/ Kids,Tax Saving,"Pet owner, active lifestyle"
Rahul,63,Self-Employed,$100k+,3,Married w/ Spouse,Health Coverage,Prefers homeopathic treatment
Sneha,40,Self-Employed,$75k-$100k,1,Widowed,Child Education Fund,"Pet owner, active lifestyle"
Sunita,29,Business Owner,$100k+,3,Single,Child Education Fund,Lives in joint family
Mrs. Iyer,35,Business Owner,$50k-$75k,2,Married w/ Kids,Retirement Savings,"Health-conscious, gym member"
Mrs. Iyer,23,Retired,$100k+,1,Widowed,Health Coverage,Lives in joint family
Sunita,62,Salaried,$15k-$30k,2,Single,Tax Saving,"Health-conscious, gym member"
Amit,47,Retired,$15k-$30k,3,Married w/ Kids,Health Coverage,Lives in joint family
Rahul,34,Self-Employed,$75k-$100k,1,Divorced,Wealth Creation,"Sedentary lifestyle, chronic illness"
Riya,44,Business Owner,$75k-$100k,2,Married w/ Kids,Retirement Savings,"Owns property, no liabilities"
Riya,37,Self-Employed,$75k-$100k,2,Married w/ Spouse,Tax Saving,"Sedentary lifestyle, chronic illness"
Sneha,33,Business Owner,$75k-$100k,1,Divorced,Health Coverage,"Smoker, high stress job"
Sunita,22,Retired,$50k-$75k,5,Married w/ Kids,Child Education Fund,"Pet owner, active lifestyle"
Sunita,52,Salaried,$100k+,5,Widowed,Child Education Fund,Works night shifts
Sunita,50,Salaried,$75k-$100k,3,Divorced,Child Education Fund,"Sedentary lifestyle, chronic illness"
Sunita,54,Retired,$15k-$30k,5,Widowed,Tax Saving,Prefers homeopathic treatment
Amit,41,Salaried,$100k+,2,Married w/ Kids,Tax Saving,"Frequent flyer, international travel"
Sunita,52,Self-Employed,$75k-$100k,4,Divorced,Retirement Savings,"Sedentary lifestyle, chronic illness"
Sneha,63,Self-Employed,$15k-$30k,3,Married w/ Kids,Health Coverage,"Sedentary lifestyle, chronic illness"
Priya,22,Business Owner,$50k-$75k,4,Married w/ Spouse,Wealth Creation,Prefers homeopathic treatment
Rahul,48,Retired,$50k-$75k,5,Married w/ Kids,Retirement Savings,Lives in joint family
Amit,28,Self-Employed,$100k+,5,Widowed,Health Coverage,Prefers homeopathic treatment
Amit,36,Business Owner,$75k-$100k,1,Married w/ Spouse,Child Education Fund,Lives in joint family
Mr. Dutta,32,Retired,$15k-$30k,5,Single,Health Coverage,"Pet owner, active lifestyle"
Priya,63,Business Owner,$100k+,1,Married w/ Kids,Health Coverage,Lives in joint family
Sunita,64,Self-Employed,$100k+,4,Divorced,Wealth Creation,"Owns a car, travels frequently"
Mr. Dutta,57,Retired,$50k-$75k,2,Widowed,Tax Saving,Lives in joint family
Amit,31,Self-Employed,$50k-$75k,3,Divorced,Retirement Savings,Lives in joint family
Sneha,62,Retired,$75k-$100k,1,Married w/ Kids,Retirement Savings,Prefers homeopathic treatment
Mrs. Iyer,44,Salaried,$100k+,2,Married w/ Kids,Retirement Savings,"Pet owner, active lifestyle"
Rahul,35,Self-Employed,$15k-$30k,1,Single,Tax Saving,Prefers homeopathic treatment
Amit,55,Retired,$30k-$50k,2,Married w/ Kids,Tax Saving,"Health-conscious, gym member"
Mr. Dutta,38,Business Owner,$75k-$100k,1,Single,Child Education Fund,"Owns property, no liabilities"
Sneha,41,Business Owner,$100k+,3,Widowed,Retirement Savings,"Owns property, no liabilities"
Arjun,39,Business Owner,$75k-$100k,5,Widowed,Wealth Creation,"Health-conscious, gym member"
Mrs. Iyer,42,Self-Employed,$30k-$50k,5,Divorced,Wealth Creation,Works night shifts
Sunita,58,Retired,$30k-$50k,2,Married w/ Spouse,Tax Saving,Works night shifts
Mr. Dutta,34,Retired,$75k-$100k,1,Widowed,Health Coverage,"Frequent flyer, international travel"
Sneha,48,Retired,$30k-$50k,1,Married w/ Spouse,Retirement Savings,"Smoker, high stress job"
Arjun,50,Retired,$100k+,1,Divorced,Health Coverage,Prefers homeopathic treatment
Amit,30,Retired,$50k-$75k,4,Widowed,Health Coverage,Lives in joint family
Rahul,35,Business Owner,$15k-$30k,1,Single,Retirement Savings,Lives in joint family
Mr. Dutta,59,Business Owner,$100k+,4,Single,Wealth Creation,"Sedentary lifestyle, chronic illness"
Mrs. Iyer,64,Retired,$30k-$50k,2,Divorced,Child Education Fund,Works night shifts
Sneha,32,Salaried,$75k-$100k,4,Divorced,Wealth Creation,"Pet owner, active lifestyle"
Sneha,59,Retired,$30k-$50k,5,Widowed,Tax Saving,"Smoker, high stress job"
Amit,61,Business Owner,$100k+,2,Single,Retirement Savings,"Pet owner, active lifestyle"
Riya,42,Self-Employed,$100k+,2,Widowed,Tax Saving,"Frequent flyer, international travel"
Priya,33,Self-Employed,$75k-$100k,1,Divorced,Tax Saving,"Frequent flyer, international travel"
Sneha,63,Salaried,$100k+,5,Widowed,Child Education Fund,Works night shifts
Mr. Dutta,43,Retired,$30k-$50k,4,Single,Child Education Fund,Prefers homeopathic treatment
Amit,55,Retired,$75k-$100k,5,Single,Retirement Savings,"Smoker, high stress job"
Rahul,52,Business Owner,$100k+,1,Married w/ Kids,Child Education Fund,"Sedentary lifestyle, chronic illness"
Mr. Dutta,52,Self-Employed,$75k-$100k,4,Married w/ Spouse,Child Education Fund,"Sedentary lifestyle, chronic illness"
Sneha,28,Business Owner,$50k-$75k,3,Widowed,Health Coverage,Lives in joint family
Mr. Dutta,23,Salaried,$100k+,1,Divorced,Retirement Savings,"Sedentary lifestyle, chronic illness"
Mr. Dutta,46,Retired,$15k-$30k,5,Widowed,Wealth Creation,"Owns a car, travels frequently"
Priya,39,Retired,$100k+,1,Single,Wealth Creation,Lives in joint family
Mrs. Iyer,33,Retired,$15k-$30k,2,Divorced,Child Education Fund,"Frequent flyer, international travel"
Priya,36,Business Owner,$15k-$30k,2,Single,Wealth Creation,"Frequent flyer, international travel"
Ankit,52,Retired,$50k-$75k,3,Divorced,Tax Saving,"Pet owner, active lifestyle"
Ankit,22,Self-Employed,$100k+,5,Married w/ Spouse,Child Education Fund,"Sedentary lifestyle, chronic illness"
Mr. Dutta,36,Self-Employed,$30k-$50k,3,Married w/ Spouse,Health Coverage,"Health-conscious, gym member"
Riya,30,Salaried,$100k+,5,Married w/ Spouse,Health Coverage,Prefers homeopathic treatment
Rahul,28,Retired,$100k+,4,Divorced,Wealth Creation,"Owns property, no liabilities"
Ankit,30,Business Owner,$75k-$100k,5,Single,Wealth Creation,"Sedentary lifestyle, chronic illness"
Sunita,54,Salaried,$75k-$100k,3,Widowed,Child Education Fund,"Smoker, high stress job"
Ankit,57,Business Owner,$50k-$75k,1,Widowed,Child Education Fund,"Smoker, high stress job"
Mrs. Iyer,63,Salaried,$75k-$100k,3,Married w/ Spouse,Wealth Creation,Prefers homeopathic treatment
Sunita,40,Self-Employed,$15k-$30k,3,Married w/ Spouse,Health Coverage,Works night shifts
Riya,23,Self-Employed,$50k-$75k,2,Married w/ Spouse,Health Coverage,"Frequent flyer, international travel"
Sneha,38,Self-Employed,$15k-$30k,1,Single,Child Education Fund,Prefers homeopathic treatment
Amit,40,Business Owner,$15k-$30k,1,Married w/ Spouse,Retirement Savings,"Owns a car, travels frequently"
Mrs. Iyer,47,Self-Employed,$50k-$75k,2,Married w/ Kids,Retirement Savings,"Pet owner, active lifestyle"
Sneha,23,Self-Employed,$15k-$30k,5,Divorced,Retirement Savings,"Health-conscious, gym member"
Sunita,58,Retired,$50k-$75k,1,Married w/ Kids,Child Education Fund,"Owns property, no liabilities"
Arjun,58,Business Owner,$100k+,4,Widowed,Wealth Creation,"Owns property, no liabilities"
Mrs. Iyer,50,Business Owner,$30k-$50k,2,Married w/ Spouse,Wealth Creation,Lives in joint family
Ankit,56,Salaried,$50k-$75k,1,Single,Retirement Savings,"Frequent flyer, international travel"
Mrs. Iyer,55,Salaried,$75k-$100k,5,Married w/ Kids,Retirement Savings,"Smoker, high stress job"
Priya,36,Retired,$50k-$75k,5,Married w/ Spouse,Retirement Savings,Works night shifts
Priya,42,Business Owner,$100k+,1,Divorced,Child Education Fund,"Health-conscious, gym member"
Priya,59,Retired,$75k-$100k,5,Widowed,Health Coverage,Lives in joint family
Sunita,35,Self-Employed,$50k-$75k,5,Widowed,Child Education Fund,"Sedentary lifestyle, chronic illness"
Ankit,38,Self-Employed,$15k-$30k,1,Single,Tax Saving,"Sedentary lifestyle, chronic illness"
Riya,59,Retired,$100k+,1,Single,Health Coverage,Prefers homeopathic treatment
Riya,62,Self-Employed,$15k-$30k,4,Widowed,Health Coverage,"Owns property, no liabilities"
Mr. Dutta,49,Salaried,$50k-$75k,3,Widowed,Tax Saving,"Frequent flyer, international travel"
Amit,35,Business Owner,$30k-$50k,5,Married w/ Kids,Wealth Creation,"Frequent flyer, international travel"
Arjun,32,Salaried,$50k-$75k,1,Widowed,Health Coverage,Works night shifts
Sunita,43,Self-Employed,$75k-$100k,1,Married w/ Spouse,Tax Saving,Works night shifts
Rahul,27,Salaried,$75k-$100k,5,Single,Wealth Creation,Prefers homeopathic treatment
Mrs. Iyer,59,Self-Employed,$100k+,1,Married w/ Kids,Retirement Savings,Works night shifts
Sneha,53,Retired,$15k-$30k,4,Widowed,Tax Saving,Works night shifts
Sunita,45,Salaried,$75k-$100k,3,Divorced,Wealth Creation,"Owns property, no liabilities"
Riya,53,Self-Employed,$75k-$100k,4,Married w/ Spouse,Tax Saving,Works night shifts
Sneha,33,Business Owner,$15k-$30k,1,Single,Tax Saving,Works night shifts
Mrs. Iyer,61,Self-Employed,$50k-$75k,2,Married w/ Spouse,Tax Saving,"Frequent flyer, international travel"
Sneha,28,Retired,$100k+,4,Widowed,Health Coverage,Works night shifts
Priya,48,Salaried,$30k-$50k,4,Widowed,Retirement Savings,"Owns a car, travels frequently"
Mr. Dutta,53,Retired,$30k-$50k,3,Divorced,Tax Saving,"Frequent flyer, international travel"
Ankit,55,Self-Employed,$30k-$50k,2,Divorced,Retirement Savings,"Sedentary lifestyle, chronic illness"
Mrs. Iyer,63,Business Owner,$15k-$30k,1,Married w/ Spouse,Retirement Savings,"Pet owner, active lifestyle"
Priya,35,Business Owner,$15k-$30k,5,Divorced,Wealth Creation,"Sedentary lifestyle, chronic illness"
Mrs. Iyer,29,Business Owner,$15k-$30k,5,Single,Child Education Fund,"Health-conscious, gym member"
Sunita,44,Self-Employed,$75k-$100k,3,Single,Retirement Savings,Works night shifts
Ankit,46,Self-Employed,$75k-$100k,2,Married w/ Spouse,Tax Saving,"Owns a car, travels frequently"
Mr. Dutta,51,Self-Employed,$30k-$50k,2,Divorced,Tax Saving,"Frequent flyer, international travel"
Arjun,57,Business Owner,$50k-$75k,1,Divorced,Retirement Savings,"Sedentary lifestyle, chronic illness"
Ankit,55,Salaried,$30k-$50k,2,Widowed,Health Coverage,"Sedentary lifestyle, chronic illness"
Rahul,30,Retired,$100k+,4,Single,Tax Saving,Works night shifts
Riya,37,Self-Employed,$15k-$30k,2,Single,Wealth Creation,"Sedentary lifestyle, chronic illness"
Priya,51,Retired,$30k-$50k,4,Divorced,Wealth Creation,"Frequent flyer, international travel"
Arjun,24,Salaried,$75k-$100k,5,Widowed,Tax Saving,"Sedentary lifestyle, chronic illness"
Mr. Dutta,41,Self-Employed,$30k-$50k,4,Single,Retirement Savings,"Frequent flyer, international travel"
Sneha,46,Salaried,$30k-$50k,3,Divorced,Child Education Fund,Lives in joint family
Ankit,30,Self-Employed,$30k-$50k,4,Married w/ Spouse,Retirement Savings,Lives in joint family
Priya,54,Business Owner,$50k-$75k,3,Single,Retirement Savings,Prefers homeopathic treatment
Rahul,62,Retired,$100k+,5,Single,Wealth Creation,Lives in joint family
Mr. Dutta,29,Retired,$15k-$30k,2,Divorced,Health Coverage,Works night shifts
Ankit,50,Salaried,$15k-$30k,3,Divorced,Health Coverage,"Smoker, high stress job"
Arjun,45,Self-Employed,$100k+,4,Single,Wealth Creation,"Sedentary lifestyle, chronic illness"
Mr. Dutta,47,Self-Employed,$30k-$50k,5,Divorced,Wealth Creation,"Sedentary lifestyle, chronic illness"
Sunita,37,Salaried,$50k-$75k,2,Widowed,Retirement Savings,Works night shifts
Mrs. Iyer,35,Business Owner,$75k-$100k,4,Divorced,Health Coverage,"Owns property, no liabilities"
Rahul,27,Retired,$50k-$75k,2,Married w/ Spouse,Health Coverage,"Owns a car, travels frequently"
Riya,58,Salaried,$15k-$30k,3,Widowed,Tax Saving,"Health-conscious, gym member"
Sneha,64,Self-Employed,$15k-$30k,2,Single,Tax Saving,"Health-conscious, gym member"
Amit,23,Business Owner,$30k-$50k,5,Married w/ Spouse,Tax Saving,"Sedentary lifestyle, chronic illness"
Sunita,52,Business Owner,$30k-$50k,4,Single,Wealth Creation,"Frequent flyer, international travel"
Riya,49,Retired,$30k-$50k,2,Single,Health Coverage,Lives in joint family
Priya,42,Self-Employed,$100k+,3,Single,Health Coverage,"Smoker, high stress job"
Sneha,42,Retired,$100k+,4,Married w/ Kids,Wealth Creation,Prefers homeopathic treatment
Amit,56,Self-Employed,$50k-$75k,1,Married w/ Kids,Tax Saving,"Owns a car, travels frequently"
Sunita,59,Salaried,$30k-$50k,3,Married w/ Spouse,Retirement Savings,Lives in joint family
Sunita,52,Self-Employed,$100k+,2,Widowed,Retirement Savings,"Owns property, no liabilities"
Riya,27,Retired,$50k-$75k,5,Single,Child Education Fund,Lives in joint family
Rahul,51,Self-Employed,$75k-$100k,5,Married w/ Spouse,Wealth Creation,"Frequent flyer, international travel"
Arjun,25,Business Owner,$15k-$30k,1,Divorced,Tax Saving,"Owns property, no liabilities"
Amit,29,Retired,$75k-$100k,5,Widowed,Tax Saving,"Health-conscious, gym member"
Ankit,61,Business Owner,$100k+,3,Married w/ Kids,Child Education Fund,Lives in joint family
Sunita,30,Business Owner,$100k+,5,Widowed,Child Education Fund,"Smoker, high stress job"
Mr. Dutta,23,Salaried,$15k-$30k,1,Single,Tax Saving,"Pet owner, active lifestyle"
Priya,38,Retired,$30k-$50k,5,Married w/ Kids,Retirement Savings,"Pet owner, active lifestyle"
Rahul,53,Salaried,$15k-$30k,5,Married w/ Spouse,Child Education Fund,Works night shifts
Riya,44,Retired,$100k+,5,Married w/ Kids,Wealth Creation,"Owns property, no liabilities"
Mrs. Iyer,42,Self-Employed,$15k-$30k,1,Widowed,Child Education Fund,Prefers homeopathic treatment
Priya,25,Retired,$75k-$100k,1,Married w/ Kids,Wealth Creation,"Pet owner, active lifestyle"
Amit,42,Retired,$75k-$100k,1,Married w/ Spouse,Retirement Savings,"Owns a car, travels frequently"
Ankit,53,Salaried,$15k-$30k,3,Divorced,Retirement Savings,"Sedentary lifestyle, chronic illness"
Ankit,30,Business Owner,$15k-$30k,3,Widowed,Tax Saving,"Frequent flyer, international travel"
Amit,26,Business Owner,$75k-$100k,2,Single,Tax Saving,"Owns property, no liabilities"
Arjun,58,Self-Employed,$15k-$30k,5,Married w/ Kids,Health Coverage,"Pet owner, active lifestyle"
Amit,64,Salaried,$30k-$50k,3,Single,Wealth Creation,"Smoker, high stress job"
Mrs. Iyer,60,Salaried,$30k-$50k,4,Married w/ Spouse,Tax Saving,"Frequent flyer, international travel"
Amit,27,Self-Employed,$75k-$100k,5,Married w/ Spouse,Child Education Fund,Lives in joint family
Sneha,40,Retired,$50k-$75k,1,Single,Retirement Savings,"Owns a car, travels frequently"
Priya,55,Self-Employed,$15k-$30k,3,Married w/ Kids,Health Coverage,Lives in joint family
Amit,33,Business Owner,$15k-$30k,2,Married w/ Kids,Health Coverage,Works night shifts
Amit,55,Self-Employed,$50k-$75k,4,Married w/ Spouse,Retirement Savings,"Owns property, no liabilities"
Sneha,62,Business Owner,$50k-$75k,3,Single,Wealth Creation,Prefers homeopathic treatment
Sneha,44,Self-Employed,$100k+,1,Widowed,Wealth Creation,Works night shifts
Amit,43,Business Owner,$100k+,2,Married w/ Kids,Wealth Creation,Works night shifts
Sunita,41,Self-Employed,$30k-$50k,2,Widowed,Tax Saving,"Frequent flyer, international travel"
Riya,55,Salaried,$75k-$100k,4,Married w/ Spouse,Wealth Creation,"Sedentary lifestyle, chronic illness"
Mr. Dutta,50,Retired,$15k-$30k,1,Divorced,Tax Saving,Prefers homeopathic treatment
Arjun,37,Business Owner,$75k-$100k,1,Married w/ Spouse,Child Education Fund,Works night shifts
Sunita,25,Retired,$50k-$75k,1,Married w/ Spouse,Tax Saving,"Owns property, no liabilities"
Mr. Dutta,22,Salaried,$100k+,3,Married w/ Spouse,Health Coverage,"Pet owner, active lifestyle"
Arjun,61,Retired,$30k-$50k,4,Divorced,Child Education Fund,"Owns a car, travels frequently"
Mr. Dutta,30,Retired,$100k+,4,Married w/ Spouse,Health Coverage,"Pet owner, active lifestyle"
Sneha,45,Business Owner,$50k-$75k,1,Married w/ Kids,Child Education Fund,Lives in joint family
